line_number,context
1084,". ' SNOW iff ; ft s 【THUNDERSTORM】 ' ; k k UlPtJ : . "" ... . Heavier clouds or 【PRECIPITATION】 significantly reduc ... ve, car i allowance 【ARID】 a tull range o( twm ... s and drinking up a 【STORM】. I was fairly left- ... ve, car i allowance 【ARID】 a tull range o( twm ... dy -S -12 Las Vegas 【SHOWERS】 12 S Los Angeles Sh ... , farm tractors and 【SNOW】mobiles and was alwa ... an-Talon East (Near 【GALE】ries d'Anjou) 254 94 ... the temperature was 【COLD】er, he said. Provinc ... tanker breaks apart 【HURRICANE】-force winds and tow ...  again under a slow 【HEAT】 for the past two ye ... the temperature was 【COLD】er, he said. Provinc ... the temperature was 【COLD】er, he said. Provinc ... tanker breaks apart 【HURRICANE】-force winds and tow ... , farm tractors and 【SNOW】mobiles and was alwa ... people's souls,"" he 【THUNDER】ed. But the next day ...  again under a slow 【HEAT】 for the past two ye ... s and drinking up a 【STORM】. I was fairly left- ...  and to deal with a 【FLOOD】 of speaking engagem ... , farm tractors and 【SNOW】mobiles and was alwa ... ate. 015962 pontiac 【TEMPEST】 Lt ivvo, 18,000 mil ... d from harsh winter 【BLIZZARD】s that never come. T ... ONTO A six-month pol【ICE】 investigation into  ... p have survived the 【DROUGHT】 and war surprisingl ... ONTO A six-month pol【ICE】 investigation into "
1085,"ell the Wonderword. 【SNOWSTORM】 WARNINGS Solution:  ... INx Currentf Cusacy 【CYCLONE】 c Cynlec Cypango Me ... . Heavier clouds or 【PRECIPITATION】 significantly reduc ...  HIGH l-HUNI .wv. ; 【THUNDERSTORM】 oooc FREEZING I LOW ... ; thunderstorm oooc 【FREEZING】 I LOW RAIN PRESSURE ... ease call 630-1254. 【GALE】rle de la Ville, 120 ... reas of competition 【ARID】 trade law and gover ... -HUNI .wv. ; thunder【STORM】 oooc FREEZING I LOW ... s, if you catch our 【SNOWDRIFT】. Why all the fuss?  ... ell the Wonderword. 【SNOWSTORM】 WARNINGS Solution:  ... dy -4 -10 Las Vegas 【SHOWERS】 12 6 Los Angeles PC ... praying yesterday's 【SNOWFALL】 is the first of man ... ai fnroMct - l-ight 【SNOW】 ending early this m ... near -26. Sunny and 【COLD】. Laurentians ' ' ""; ... orothy Sangollo and 【HEAT】her Morrison, and br ... near -26. Sunny and 【COLD】. Laurentians ' ' ""; ... praying yesterday's 【SNOWFALL】 is the first of man ... Thursday. Sept. 17, 【TORRENTIAL】 rain poured down, l ... ai fnroMct - l-ight 【SNOW】 ending early this m ...  (Vita Galatone) of 【THUNDER】 Bay, Ontario and Ma ... orothy Sangollo and 【HEAT】her Morrison, and br ... rules might cause a 【FLOOD】 of elite female ath ... ; thunderstorm oooc 【FREEZING】 I LOW RAIN PRESSURE ... ai fnroMct - l-ight 【SNOW】 ending early this m ... ocks, Steer, Stuck; 【TEMPEST】, Tumultuous; Under, ...  Also Rare. Another 【BLIZZARD】. Suomi Star, Indian ... auguay. Funeral serv【ICE】 serv【ICE】 at 2 p.m.,  ... auguay. Funeral serv【ICE】 serv【ICE】 at 2 p.m., "
1086,"d new locker rooms, 【SHOWERS】 and Health Clubs; f ... . Heavier clouds or 【PRECIPITATION】 significantly reduc ... and Concordia to 'sT【ARID】 on their own two fe ...  braved Wednesday's 【SNOWSTORM】 with her son and hu ... d new locker rooms, 【SHOWERS】 and Health Clubs; f ...  in room 211 of the 【SNOW】don Y, 5500 Westbury ...  way of keeping the 【COLD】 of winter outside.  ...  nudity, violence. T【HEAT】RE Astre 2, Cote des ...  way of keeping the 【COLD】 of winter outside.  ...  way of keeping the 【COLD】 of winter outside.  ... ! way to the box off【ICE】. As art, it could b ... llowing the biggest 【SNOWFALL】 of the year? Brock  ...  in room 211 of the 【SNOW】don Y, 5500 Westbury ... R Ginaras -Northern 【THUNDER】 S, Mnoeison l-Busir ...  nudity, violence. T【HEAT】RE Astre 2, Cote des ... n on his parents' ; 【STORM】y courtship and marr ... high winds, rain or 【FREEZING】 rain is in the fore ...  in room 211 of the 【SNOW】don Y, 5500 Westbury ... te. 4)15962 PONTIAC 【TEMPEST】 LE 1990, 18,000 mil ... ! way to the box off【ICE】. As art, it could b ... ! way to the box off【ICE】. As art, it could b"
1087,"y 24 19 Los Angeles 【SHOWERS】 16 12 Daytona T-Sto ... :30 A.M. IN CASE OF 【SNOWSTORM】 THE SALE WILL RUN T ... es). Then there was 【CYCLONE】 Ofa in I 99 I , the ... ighs. 1993 MTI Inc. 【THUNDERSTORM】 oooc oooc PRESSURE  ... . Heavier clouds or 【PRECIPITATION】 significantly reduc ...  oooc oooc PRESSURE 【FREEZING】 I kP,w,., RAIN PRES ... 6758 FREE ADMISSION 【GALE】ries Laurentides SOO ... A.M. IN CASE OF SNOW【STORM】 THE SALE WILL RUN T ... :30 A.M. IN CASE OF 【SNOWSTORM】 THE SALE WILL RUN T ... y 24 19 Los Angeles 【SHOWERS】 16 12 Daytona T-Sto ... es 866-5923. A.L.I. 【SNOW】DON 22027 T.V.Radio  ...  sioned a report on 【WINDSTORM】 damage. It found it ... o accelerate growth 【COLD】 calling on potentia ... her family when the 【HURRICANE】 hit. It wouldn't be ... anionship, dining, t【HEAT】re, indoor-outooor a ... anionship, dining, t【HEAT】re, indoor-outooor a ... o accelerate growth 【COLD】 calling on potentia ... o accelerate growth 【COLD】 calling on potentia ... her family when the 【HURRICANE】 hit. It wouldn't be ... on: 10 Letters RL A 【ICE】PSEFNEETS S G N IWOC ... ing salmon during a 【DOWNPOUR】. 10:00 a.m. B33 Soc ... 5-1000 16)08 S PONT 【TEMPEST】 89. air. low km. 15 ... A.M. IN CASE OF SNOW【STORM】 THE SALE WILL RUN T ... es 866-5923. A.L.I. 【SNOW】DON 22027 T.V.Radio  ... ighs. 1993 MTI Inc. 【THUNDER】STORM oooc oooc PRES ... unny -18 -20 London 【DRIZZLE】 12 9 Thunder Bay Cl ... anionship, dining, t【HEAT】re, indoor-outooor a ... A.M. IN CASE OF SNOW【STORM】 THE SALE WILL RUN T ...  open the doof to a 【FLOOD】 of refugees. ""Some  ...  oooc oooc PRESSURE 【FREEZING】 I kP,w,., RAIN PRES ... 5-1000 16)08 S PONT 【TEMPEST】 89. air. low km. 15 ... es 866-5923. A.L.I. 【SNOW】DON 22027 T.V.Radio  ... skate boot, Size 8. 【BLIZZARD】 skate ski, 195cm. S ... on: 10 Letters RL A 【ICE】PSEFNEETS S G N IWOC ... ighs. 1993 MTI Inc. 【THUNDER】STORM oooc oooc PRES ... on: 10 Letters RL A 【ICE】PSEFNEETS S G N IWOC"
1088,"outhern California. 【TWISTER】 Scores of villages  ... . Heavier clouds or 【PRECIPITATION】 significantly reduc ...  yesterday. Volcano 【GALE】ras, about 550 kilom ...  at a bus stop in a 【SNOWSTORM】 with one large I -y ... ina. Tempest-Tossed 【STRONG WINDS】 and rain lashed nor ...  heavy rain, record 【SNOW】fall and bone-chilli ... s were damaged by a 【TORNADO】 that slopped across ... ed to be dying from 【COLD】 and hunger, hunger, ... ds along the coast. 【HURRICANE】-force winds batteri ...  up smoking. Don't c【HEAT】 and smoke a cigaret ... ed to be dying from 【COLD】 and hunger, hunger, ...  heavy rain, record 【SNOWFALL】 and bone-chilling b ...  heavy rain, record 【SNOW】fall and bone-chilli ... oon Regfna Winnipeg 【THUNDER】 Bay Sudbury Toronto ...  Rain PCloudy Sunny 【DRIZZLE】 Sunny Sunny Cloudy  ...  up smoking. Don't c【HEAT】 and smoke a cigaret ... ter Powerful winter 【STORM】s j? rvM inAaA the U ... DIARY OF THE PLANET 【FLOOD】s B Several waves of ...  B Several waves of 【HEAVY RAIN】 which spread across ...  heavy rain, record 【SNOW】fall and bone-chilli ... Bosnia-Herzegovina. 【TEMPEST】-Tossed strong winds ... outhern California. 【TWISTER】 Scores of villages  ... the full purchase pr【ICE】 credit for your tra ... the full purchase pr【ICE】 credit for your tra"
1089,"ries O -9 Las Vegas 【SHOWERS】 11 4 Los Angeles Sh ... RESSURE RAIN show ; 【THUNDERSTORM】 655; oo oc rDcryiuf ... . Heavier clouds or 【PRECIPITATION】 significantly reduc ... R FREE ADMISSION 23 【GALE】ries Mine-lies Janua ... nvestment portfolio 【ARID】 gain the potential  ... ries O -9 Las Vegas 【SHOWERS】 11 4 Los Angeles Sh ... ists compete in the 【SNOW】 Yannick Cojan won t ...  11 light's low -22 【COLD】er temperatures with ... ting Bullets In the 【HEAT】of the Night OffAir  ...  11 light's low -22 【COLD】er temperatures with ... borhoods flooded by 【TORRENTIAL】 rain, as well as fr ... RESSURE RAIN show ; 【THUNDER】STORM 655; oo oc rDc ... ting Bullets In the 【HEAT】of the Night OffAir  ... ks since an earlier 【STORM】 washed out parts of ...  from neighborhoods 【FLOOD】ed by torrential rai ... ists compete in the 【SNOW】 Yannick Cojan won t ... 4-1510 RroToTr PONT 【TEMPEST】 89, air, low km, ue ... uel sales but not pr【ICE】s. SECTION F Flurrie ... uel sales but not pr【ICE】s. SECTION F Flurrie"
1090,"e with three-minute 【SHOWERS】 and a lawn the colo ... wo months of record 【RAINFALL】, snow and abnormal  ... Ctom Curlew Curriey 【CYCLONE】 c Net ts High Low C ... E .RAIN vX SNOW 7 ; 【THUNDERSTORM】 ;ooot ZING t PRESSU ... y a year's worth of 【PRECIPITATION】 has fallen in just  ... l help irrigate the 【ARID】 land in California  ... of 3.67 inches. The 【STORM】s have left at least ... l help irrigate the 【ARID】 land in California  ... 7-2400 ajcttc E W S 【HEAVY RAIN】 and snow help end W ... e. PURSE: SS.900. 2 【CLOUDBURST】 (A. Lachance) 4.80  ... e with three-minute 【SHOWERS】 and a lawn the colo ... St. Henri Rosemount 【SNOW】don South Shore St.  ... 6s and four British 【TORNADO】s took off from Saud ...  finished basement, 【COLD】room. Negotiable. 67 ... le to cope with the 【DELUGE】 of petty traders wh ... ntrol 391 Plumbing, 【HEAT】ing Air Conditioning ...  finished basement, 【COLD】room. Negotiable. 67 ... 129 Real Estate Serv【ICE】s 180 Appraisals 183 ...  experiencing heavy 【SNOWFALL】 this winter. The sn ... St. Henri Rosemount 【SNOW】don South Shore St.  ... . and John Jones of 【THUNDER】 Bay. Ont. earned $I ... 's dark and a misty 【DRIZZLE】 Z adds to the sense ... 's dark and a misty 【DRIZZLE】 Z adds to the sense ... ntrol 391 Plumbing, 【HEAT】ing Air Conditioning ... of 3.67 inches. The 【STORM】s have left at least ...  cars until spring. 【FLOOD】ed streets ""I walked ...  cars until spring. 【FLOOD】ed streets ""I walked ... ssly when Ottawa is 【FREEZING】 transfer payments u ... St. Henri Rosemount 【SNOW】don South Shore St.  ... hoven's Beethoven's 【TEMPEST】 sonata comes discre ... 129 Real Estate Serv【ICE】s 180 Appraisals 183 ... help end West Coast 【DROUGHT】 B 4 January 11-18,  ... 129 Real Estate Serv【ICE】s 180 Appraisals 183"
1091,"e. They were so over【HEAT】ed in svmbols, thev  ... pist during ah arts 【ARID】 crafts program in a ...  on the hard-packed 【SNOW】, O.20 behind behind ... ? Teachers, why the 【COLD】 feet? The problem i ... LD JC RAIN SNOW'"",' 【THUNDERSTORM】 oot FNEZING L PRESS ... e. They were so over【HEAT】ed in svmbols, thev  ... . Heavier clouds or 【PRECIPITATION】 significantly reduc ... e. They were so over【HEAT】ed in svmbols, thev  ... ? Teachers, why the 【COLD】 feet? The problem i ...  on the hard-packed 【SNOW】, O.20 behind behind ... es -8 -12 Vancouver 【SHOWERS】 4 I Victoria Shower ... ate I 76047 PONTIAC 【TEMPEST】 1988, S speed, 4 do ... rnival has been a sl【ICE】 of the - future. Th ... rnival has been a sl【ICE】 of the - future. Th ...  on the hard-packed 【SNOW】, O.20 behind behind ... 000 roared and jets 【THUNDER】ed overhead . . . Cl ... a 15-game goal-less 【DROUGHT】 with two more as th ... rnival has been a sl【ICE】 of the - future. Th"
1092,"SSURE RAIN 'Xv SNOW 【THUNDERSTORM】 000c Z,N6 L PRESSUR ... . Heavier clouds or 【PRECIPITATION】 significantly reduc ... IER AND RENNAISE LA 【GALE】RIE ART SELECT, inc. ... s for a 3-month bus 【ARID】 metro monthly pass  ... LASALLE Biko Outer, 【STORM】, rent SJ00 up 48S-6 ... s -10 -15 Vancouver 【SHOWERS】 S I Victoria Shower ... 33 - - -i .IB J 401 【SNOW】OON. Nice store on D ... HE PERFECT COAT FOR 【COLD】 WEATHER Tuxedos Swi ... ial chaos came at a 【HEAT】ed cabinet meeting d ... ial chaos came at a 【HEAT】ed cabinet meeting d ... HE PERFECT COAT FOR 【COLD】 WEATHER Tuxedos Swi ... rvice also reported 【HURRICANE】-force gusts of more ... HE PERFECT COAT FOR 【COLD】 WEATHER Tuxedos Swi ... 3 LT.'II:iq.Ta As pr【ICE】s soar, Russian refo ... counted the cost of 【TORRENTIAL】 rains that have kil ... 33 - - -i .IB J 401 【SNOW】OON. Nice store on D ...  Perry, Maxi Mislt, 【THUNDER】bolt Speed, Heaven S ... ' Max Mn. Amsterdam 【DRIZZLE】 10 6 Athens Sunny 1 ... ial chaos came at a 【HEAT】ed cabinet meeting d ... LASALLE Biko Outer, 【STORM】, rent SJ00 up 48S-6 ...  yesterday, causing 【FLOOD】ing, mudslides mudsl ... gued this week that 【FREEZING】 government spending ... 33 - - -i .IB J 401 【SNOW】OON. Nice store on D ... radio 694-1510 PONT 【TEMPEST】 89, air, low km, $S ... 3 LT.'II:iq.Ta As pr【ICE】s soar, Russian refo ... 3 LT.'II:iq.Ta As pr【ICE】s soar, Russian refo"
1093,"I - RAIN V.'!' SNOW 【THUNDERSTORM】 cSSc Weather system ... . Heavier clouds or 【PRECIPITATION】 significantly reduc ... ans ratify contract 【FREEZING】 salaries for two ye ... n 735 5i I 306-0762 【GALE】rics d'Anjou Carrefo ... tream encoun ters a 【TYPHOON】, ""gets entangled in ... 7 4 3 6-I e-Sangill 【STORM】 D. Kehoe 2 11 8-I 7 ... iphiCk TORONTO - Al 【FLOOD】 was one of the few  ...  covered covered by 【SNOW】, will be mauled to  ...  finished basement, 【COLD】room. Negotiable. 67 ...  new roof, windows, 【HEAT】 pump, 12,000 sq.ft. ...  finished basement, 【COLD】room. Negotiable. 67 ...  finished basement, 【COLD】room. Negotiable. 67 ... ements to see their 【HURRICANE】 damage! nviv,-'iiU- ... 2,000 fans braved a 【DOWNPOUR】 in the pre-roof day ... 7 4 3 6-I e-Sangill 【STORM】 D. Kehoe 2 11 8-I 7 ... ans ratify contract 【FREEZING】 salaries for two ye ...  covered covered by 【SNOW】, will be mauled to  ... ging Doomsday 28 36 【THUNDER】birds Little House o ... ear -4. Cloudy with 【LIGHT RAIN】, snow in the aftern ...  new roof, windows, 【HEAT】 pump, 12,000 sq.ft. ... iphiCk TORONTO - Al 【FLOOD】 was one of the few  ... iphiCk TORONTO - Al 【FLOOD】 was one of the few  ... ans ratify contract 【FREEZING】 salaries for two ye ...  covered covered by 【SNOW】, will be mauled to  ... Auto, 983-9629 PONT 【TEMPEST】 89, air, low km, $S ... ences Seas Dark Just【ICE】 In the Heal of the  ... ences Seas Dark Just【ICE】 In the Heal of the "
1094,"at way, here's some 【SHOWERS】 【SHOWERS】 and warm te ... iff ' RAIN vX"" SNOW 【THUNDERSTORM】 0005 plNG t PRESSUR ... . Heavier clouds or 【PRECIPITATION】 significantly reduc ...  fjlfea RENNAISE LA 【GALE】RIE ART SELECT, inc. ... ry 29 between 9 :00 【ARID】 I I :30 A.M.and fro ... AIN vX"" SNOW THUNDER【STORM】 0005 plNG t PRESSUR ... ) ED Ski Base (Mon) 【SNOW】mobile Racing (Tue)  ...  Britain. Even to a 【COLD】 fish like Jeremy Ir ...  wave of the annual 【DELUGE】 of awards celebrati ... sion didn't exactly 【HEAT】 up the t【HEAT】re duri ... from the effects of 【HURRICANE】 Andrew's destructiv ... o more polluf tion, 【DROUGHT】s and storms. i Muni ...  Britain. Even to a 【COLD】 fish like Jeremy Ir ... ences 08 08 Teleserv【ICE】 Proit de regard Pro ... from the effects of 【HURRICANE】 Andrew's destructiv ...  Britain. Even to a 【COLD】 fish like Jeremy Ir ... AIN vX"" SNOW THUNDER【STORM】 0005 plNG t PRESSUR ... ) ED Ski Base (Mon) 【SNOW】mobile Racing (Tue)  ... nes Originals 28 36 【THUNDER】birds Little House o ... sion didn't exactly 【HEAT】 up the t【HEAT】re duri ... f January 1993, the 【FLOOD】s end chattels of th ... le of degrees below 【FREEZING】. The choke was set  ... ) ED Ski Base (Mon) 【SNOW】mobile Racing (Tue)  ... n a relationship of 【TEMPEST】uous and extremely p ... ences 08 08 Teleserv【ICE】 Proit de regard Pro ... o more polluf tion, 【DROUGHT】s and storms. i Muni ... nes Originals 28 36 【THUNDER】birds Little House o ... ences 08 08 Teleserv【ICE】 Proit de regard Pro"
1095,"ch, came before the 【SHOWERS】 and ended a tough 6 ... ch. Tropical Storms 【CYCLONE】 Colina pummelled th ... 93MTI Inc. PRESSURE 【THUNDERSTORM】 S?' FREEZING I LOW. ... . Heavier clouds or 【PRECIPITATION】 significantly reduc ... iated fans in a sub-【FREEZING】 football stadium. C ... -O on-the- Austrian 【HEATWAVE】 washes away race To ... camera was returned 【ARID】 seemed to be OK,"" s ... ch, came before the 【SHOWERS】 and ended a tough 6 ... 10 Motor Homes of S 【SNOW】mobiles 620 Power Pr ... sed 21 -year-old. A 【TORNADO】 passing nearby at t ... sen-, sitive to the 【COLD】, winter is hell fro ...  spawned a powerful 【WINDSTORM】 that killed at leas ... 993 f I CKEY Search 【HEAT】s up for Bettman aid ... ents without power. 【HURRICANE】-force winds in Wash ... 993 f I CKEY Search 【HEAT】s up for Bettman aid ...  on major highways. 【DROUGHT】 A second year of dr ... sen-, sitive to the 【COLD】, winter is hell fro ... Since last July, pol【ICE】 in Manchester - whi ... turated ground. The 【TORRENTIAL】 rains overwhelmed s ... 10 Motor Homes of S 【SNOW】mobiles 620 Power Pr ... 6-8905.privale FORD 【THUNDER】bird 91, Super 4)0S1 ... day's r Cloudy with 【LIGHT RAIN】 through most of the ... unny -12 -20 London 【DRIZZLE】 8 6 Thunder Bay PCl ... 993 f I CKEY Search 【HEAT】s up for Bettman aid ... day's r Cloudy with 【LIGHT RAIN】 through most of the ... F THE PLANET Winter 【STORM】s WW II IIW O A seri ...  was Here Comes the 【FLOOD】, which was beautifu ... iated fans in a sub-【FREEZING】 football stadium. C ... ch. Tropical Storms 【CYCLONE】 Colina pummelled th ... Auto, 983-9629 PONT 【TEMPEST】 89, air, low km, $5 ... 10 Motor Homes of S 【SNOW】mobiles 620 Power Pr ... Since last July, pol【ICE】 in Manchester - whi ... at not even a Texas 【TWISTER】 could dislodge a si ...  on major highways. 【DROUGHT】 A second year of dr ... Since last July, pol【ICE】 in Manchester - whi"
1096,"ean to continue to c【HEAT】 on and fight on for ... d with 4 additional 【SNOW】 tires and carpets.  ... ia's northeast, the 【STORM】ing of the Golden Te ... v) and Kathy (Frank 【FLOOD】) and greatgrandchil ... ENT Outremont: S' j 【COLD】-flat 【COLD】-flat $450 ... ean to continue to c【HEAT】 on and fight on for ... . Heavier clouds or 【PRECIPITATION】 significantly reduc ... ENT Outremont: S' j 【COLD】-flat 【COLD】-flat $450 ... ion X, dancing up a 【CYCLONE】 to Latin and disco  ... d with 4 additional 【SNOW】 tires and carpets.  ... ENCE, 951-1906 PONT 【TEMPEST】 89, air, low km, ss ... n 8 S Charlottetown 【SHOWERS】 6 -S St. John's Clo ... brace Bardier Jr. 7 【CLOUDBURST】 J. Hebert B Radiant ... rs and superior serv【ICE】. Clearly, Montreal' ... 6-8905.orivate FORD 【THUNDER】bird 91, Super Coupe ... e ends six-year PGA 【DROUGHT】 with two-stroke vic ... ar -12. Cloudy with 【LIGHT RAIN】 in the morning, aft ... rs and superior serv【ICE】. Clearly, Montreal'"
